7.546995061033567e-003	4.192164e-003	0.000000e+000
7.547136218873938e-003	4.074395e-003	0.000000e+000
7.547276943434194e-003	3.995583e-003	0.000000e+000
7.547442772548288e-003	3.934804e-003	0.000000e+000
7.547850012488319e-003	3.862679e-003	0.000000e+000
7.548807355828848e-003	3.828946e-003	0.000000e+000
1.250000000000000e-002	3.826004e-003	0.000000e+000
1.250002200750193e-002	4.312557e-003	1.100375e-002
1.250006602250579e-002	6.215377e-003	3.301125e-002
1.250009746164024e-002	8.798328e-003	4.873082e-002
1.250013240456965e-002	1.328792e-002	6.620228e-002
1.250016513513957e-002	1.896955e-002	8.256757e-002
1.250023059627942e-002	3.293574e-002	1.152981e-001
1.250029440665122e-002	4.841242e-002	1.472033e-001
1.250037073309216e-002	6.846801e-002	1.853665e-001
1.250045157594087e-002	9.054649e-002	2.257880e-001
1.250056191356593e-002	1.213641e-001	2.809568e-001
1.250070651773995e-002	1.624552e-001	3.532589e-001
1.250094912742229e-002	2.327087e-001	4.745637e-001
1.250136791427231e-002	3.566579e-001	6.839572e-001
1.250220548797236e-002	6.101604e-001	1.102744e+000
1.250388063537247e-002	1.126247e+000	1.940318e+000
1.250664563400941e-002	1.987694e+000	3.322817e+000
1.251000000000000e-002	3.038425e+000	5.000000e+000
1.251193522236295e-002	3.647074e+000	5.000000e+000
1.251414690506346e-002	4.343521e+000	5.000000e+000
1.251857027046447e-002	5.738022e+000	5.000000e+000
1.252741700126651e-002	8.529423e+000	5.000000e+000
1.252929870643728e-002	9.123470e+000	5.000000e+000
1.253306211677882e-002	1.029663e+001	5.000000e+000
1.253400296936421e-002	1.049562e+001	5.000000e+000
1.253588467453498e-002	1.061203e+001	5.000000e+000
1.253781315170439e-002	1.061930e+001	5.000000e+000
1.253989818856494e-002	1.061951e+001	5.000000e+000
1.254395069716092e-002	1.062138e+001	5.000000e+000
1.254865196645894e-002	1.062135e+001	5.000000e+000
1.255662468881515e-002	1.062180e+001	5.000000e+000
1.256868951156914e-002	1.062181e+001	5.000000e+000
1.258661122437429e-002	1.062200e+001	5.000000e+000
1.261598235656787e-002	1.062199e+001	5.000000e+000
1.266012498548741e-002	1.062209e+001	5.000000e+000
1.741012498548745e-002	1.062323e+001	5.000000e+000
1.746012498548745e-002	1.062323e+001	5.000000e+000
1.747012498548745e-002	1.062329e+001	5.000000e+000
1.749012498548744e-002	1.062330e+001	5.000000e+000
1.750012498548744e-002	1.062330e+001	5.000000e+000
1.751000000000000e-002	1.061880e+001	5.000000e+000
1.751023803385345e-002	1.062151e+001	4.880983e+000
1.751071410156034e-002	1.062353e+001	4.642949e+000
1.751095322040871e-002	1.062252e+001	4.523390e+000
1.751107050938660e-002	1.062007e+001	4.464746e+000
1.751113786151271e-002	1.061592e+001	4.431069e+000
1.751120757803575e-002	1.060784e+001	4.396211e+000
1.751123931377918e-002	1.060247e+001	4.380343e+000
1.751127146943633e-002	1.059561e+001	4.364265e+000
1.751130625582713e-002	1.058704e+001	4.346872e+000
1.751137582860873e-002	1.056800e+001	4.312086e+000
1.751144134709793e-002	1.054873e+001	4.279326e+000
1.751152125770481e-002	1.052416e+001	4.239371e+000
1.751159400745645e-002	1.050138e+001	4.202996e+000
1.751182434516460e-002	1.042859e+001	4.087827e+000
1.752000000000000e-002	7.842151e+000	0.000000e+000
1.752254794974375e-002	7.036857e+000	0.000000e+000
1.752509589948750e-002	6.232226e+000	0.000000e+000
1.752764384923125e-002	5.428260e+000	0.000000e+000
1.753019179897501e-002	4.624959e+000	0.000000e+000
1.753273974871876e-002	3.822321e+000	0.000000e+000
1.753528769846251e-002	3.020349e+000	0.000000e+000
1.753783564820626e-002	2.219040e+000	0.000000e+000
1.753875574328571e-002	1.930547e+000	0.000000e+000
1.754059593344462e-002	1.363165e+000	0.000000e+000
1.754427631376243e-002	2.517649e-001	0.000000e+000
1.754434102322279e-002	2.331605e-001	0.000000e+000
1.754447044214351e-002	1.986723e-001	0.000000e+000
1.754472927998494e-002	1.368285e-001	0.000000e+000
1.754503589912643e-002	7.683533e-002	0.000000e+000
1.754523092495923e-002	4.869225e-002	0.000000e+000
1.754536799325027e-002	3.533735e-002	0.000000e+000
1.754554502642415e-002	2.369338e-002	0.000000e+000
1.754570146317251e-002	1.671452e-002	0.000000e+000
1.754584782713496e-002	1.243314e-002	0.000000e+000
1.754599280535389e-002	9.614265e-003	0.000000e+000
1.754614609356332e-002	7.626455e-003	0.000000e+000
1.754629346038806e-002	6.349193e-003	0.000000e+000
1.754643202358037e-002	5.545906e-003	0.000000e+000
1.754657205591838e-002	4.997061e-003	0.000000e+000
1.754671254447816e-002	4.622207e-003	0.000000e+000
1.754685425152715e-002	4.365373e-003	0.000000e+000
1.754699506126009e-002	4.192164e-003	0.000000e+000
1.754713621909974e-002	4.074395e-003	0.000000e+000
1.754727694366075e-002	3.995583e-003	0.000000e+000
1.754744277277890e-002	3.934804e-003	0.000000e+000
1.754785001272838e-002	3.862679e-003	0.000000e+000
1.754880735609899e-002	3.828946e-003	0.000000e+000
1.996458805503001e-002	3.826036e-003	0.000000e+000
2.000000000000000e-002	3.826036e-003	0.000000e+000
