    0.000000000000000e+000	3.826035e-003	0.000000e+000
2.500000000000000e-003	3.826035e-003	0.000000e+000
2.500022007501727e-003	4.312569e-003	1.100375e-002
2.500066022505181e-003	6.215378e-003	3.301125e-002
2.500097461669274e-003	8.798339e-003	4.873084e-002
2.500132405431038e-003	1.328806e-002	6.620272e-002
2.500165135789970e-003	1.896966e-002	8.256789e-002
2.500230596507833e-003	3.293579e-002	1.152983e-001
2.500294406525478e-003	4.841238e-002	1.472033e-001
2.500370732910583e-003	6.846797e-002	1.853665e-001
2.500451575771604e-003	9.054644e-002	2.257879e-001
2.500561913455726e-003	1.213641e-001	2.809567e-001
2.500706517387586e-003	1.624551e-001	3.532587e-001
2.500949126902181e-003	2.327086e-001	4.745634e-001
2.501367912963392e-003	3.566575e-001	6.839565e-001
2.502205485085812e-003	6.101595e-001	1.102743e+000
2.503880629330653e-003	1.126245e+000	1.940315e+000
2.506645617572688e-003	1.987689e+000	3.322809e+000
2.510000000000000e-003	3.038425e+000	5.000000e+000
2.511935222435144e-003	3.647074e+000	5.000000e+000
2.514146905218165e-003	4.343521e+000	5.000000e+000
2.518570270784208e-003	5.738022e+000	5.000000e+000
2.527417001916293e-003	8.529423e+000	5.000000e+000
2.529298707095881e-003	9.123471e+000	5.000000e+000
2.533062117455056e-003	1.029663e+001	5.000000e+000
2.534002970044849e-003	1.049562e+001	5.000000e+000
2.535884675224437e-003	1.061203e+001	5.000000e+000
2.537813152430737e-003	1.061930e+001	5.000000e+000
2.539898189585406e-003	1.061951e+001	5.000000e+000
2.543950699562026e-003	1.062138e+001	5.000000e+000
2.548651969690838e-003	1.062135e+001	5.000000e+000
2.556624695013494e-003	1.062180e+001	5.000000e+000
2.568689521556713e-003	1.062181e+001	5.000000e+000
2.586611240856314e-003	1.062200e+001	5.000000e+000
2.615982384871282e-003	1.062199e+001	5.000000e+000
2.660125031374931e-003	1.062209e+001	5.000000e+000
7.410125031374912e-003	1.062323e+001	5.000000e+000
7.460125031374912e-003	1.062323e+001	5.000000e+000
7.470125031374911e-003	1.062329e+001	5.000000e+000
7.490125031374908e-003	1.062330e+001	5.000000e+000
7.500125031374907e-003	1.062330e+001	5.000000e+000
7.510000000000000e-003	1.061880e+001	5.000000e+000
7.510238051931193e-003	1.062151e+001	4.880974e+000
7.510714155793577e-003	1.062353e+001	4.642922e+000
7.510953292932744e-003	1.062252e+001	4.523354e+000
7.511070522532835e-003	1.062007e+001	4.464739e+000
7.511137870398214e-003	1.061592e+001	4.431065e+000
7.511207572221396e-003	1.060784e+001	4.396214e+000
7.511239305653109e-003	1.060247e+001	4.380347e+000
7.511271458981214e-003	1.059561e+001	4.364271e+000
7.511306244743385e-003	1.058705e+001	4.346878e+000
7.511375816267728e-003	1.056800e+001	4.312092e+000
7.511441326822634e-003	1.054873e+001	4.279336e+000
7.511521244580270e-003	1.052417e+001	4.239377e+000
7.511593987749598e-003	1.050138e+001	4.203006e+000
7.511824308637139e-003	1.042860e+001	4.087846e+000
7.520000000000001e-003	7.842151e+000	0.000000e+000
7.522547949670629e-003	7.036857e+000	0.000000e+000
7.525095899341257e-003	6.232227e+000	0.000000e+000
7.527643849011885e-003	5.428261e+000	0.000000e+000
7.530191798682513e-003	4.624959e+000	0.000000e+000
7.532739748353141e-003	3.822322e+000	0.000000e+000
7.535287698023769e-003	3.020349e+000	0.000000e+000
7.537835647694397e-003	2.219040e+000	0.000000e+000
7.538755742812630e-003	1.930547e+000	0.000000e+000
7.540595933049097e-003	1.363165e+000	0.000000e+000
7.544276313522031e-003	2.517649e-001	0.000000e+000
7.544341022977873e-003	2.331605e-001	0.000000e+000
7.544470441889556e-003	1.986723e-001	0.000000e+000
7.544729279712920e-003	1.368285e-001	0.000000e+000
7.545035898861125e-003	7.683534e-002	0.000000e+000
7.545230924721804e-003	4.869225e-002	0.000000e+000
7.545367993013013e-003	3.533735e-002	0.000000e+000
7.545545026198967e-003	2.369338e-002	0.000000e+000
7.545701462946038e-003	1.671452e-002	0.000000e+000
7.545847826905597e-003	1.243314e-002	0.000000e+000
7.545992805125515e-003	9.614265e-003	0.000000e+000
7.546146093335779e-003	7.626455e-003	0.000000e+000
7.546293460163012e-003	6.349193e-003	0.000000e+000
7.546432023353775e-003	5.545906e-003	0.000000e+000
7.546572055692661e-003	4.997061e-003	0.000000e+000
7.546712544251484e-003	4.622207e-003	0.000000e+000
7.546854251301393e-003	4.365373e-003	0.000000e+000
